title,name_genres,popularity
They,Horror Thriller,4.583304
Chopper Chicks in Zombietown,Comedy Horror,0.982881
What to Do in Case of Fire?,Thriller Drama Comedy Action Romance,1.510797
I Love You Too,Drama,0.536339
Another You,Comedy Drama,7.327229
Brother,Action Crime Thriller,3.911557
A Cruel Romance,Drama Romance,0.687325
Elling,Comedy Drama,2.148946
I Spit on Your Grave,Horror Thriller,12.412877
The Island at the Top of the World,Adventure Fantasy Action Science Fiction Family,1.759153
The Last Seduction,Thriller Mystery Romance,4.187079
The Last Seduction II,Thriller Romance,0.714564
Making Contact,Science Fiction Fantasy Horror Adventure,0.712615
New Waterford Girl,Comedy Drama,0.638452
The Noah's Ark Principle,Science Fiction Thriller,0.441841
The Sword and the Sorcerer,Action Adventure Fantasy,3.523637
Zulu,Action Drama History War,11.604242
Analyze That,Comedy Crime,9.927412
Empire,Action Drama,2.148655
Adaptation.,Comedy Crime Drama,11.624481
Equilibrium,Action Science Fiction Thriller,12.671637
My Kingdom,Drama Action Romance Foreign,0.645316
Soap Girl,,0.003438
It All Starts Today,Drama,1.450026
Medea,Drama,2.216567
Scarlet Diva,Drama,2.065757
Visitor Q,Comedy Drama Horror Thriller,3.577025
Bolero: Dance of Life,Drama,1.455537
Urgh! A Music War,Documentary Music,0.102459
Vabank,Crime Comedy,0.726743
Varning för Jönssonligan,Comedy,0.083938
"Vernon, Florida",Documentary,1.320642
Escape to Victory,Action Drama,9.865257
Whose Life Is It Anyway?,Drama,2.236259
Zoot Suit,Drama Music,1.128317
Alone in the Dark,Horror Thriller,1.057387
Android,Science Fiction Thriller,1.295139
Ace of Aces,Adventure Comedy,2.014981
Attack Force Z,War Drama Action,1.021685
Attila flagello di Dio,Comedy,2.835882
Author! Author!,Comedy Drama Romance,3.727104
Barbarosa,Action Comedy Western,1.134435
The Beast Within,Horror Science Fiction,0.948859
Best Friends,Comedy Romance,4.771286
The Best Little Whorehouse in Texas,Comedy,2.171346
The Border,Drama Crime,2.686525
The Party 2,Comedy,4.964833
Brimstone & Treacle,Mystery Drama Horror,0.620534
Britannia Hospital,Horror Comedy Drama Science Fiction,2.008448
Burden of Dreams,Documentary,2.712121
Cannery Row,Drama,2.086954
The Challenge,Action Science Fiction,0.3985
Class of 1984,Action Drama Horror Crime Thriller,4.821182
"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",Comedy Drama,1.094395
Danton,Drama History,1.547715
Deathtrap,Comedy Crime Drama Mystery Romance Thriller,3.814738
The Man Who Saves The World,Science Fiction,1.125238
Eating Raoul,Comedy Horror,11.758627
Drumline,Drama Romance Comedy Music,5.270187
The Hot Chick,Comedy Fantasy,8.734328
Maid in Manhattan,Comedy Drama Romance,7.291939
Star Trek: Nemesis,Science Fiction Action Adventure Thriller,11.367801
About Schmidt,Drama Comedy,11.066473
El Bola,Drama Foreign,2.503983
Evelyn,Drama,7.724715
The Guys,Drama,0.780534
Intacto,Action Comedy Drama Romance Science Fiction Thriller,3.249017
The Jimmy Show,Comedy Drama,0.231573
Morvern Callar,Drama,2.328347
The Lord of the Rings: The Two Towers,Adventure Fantasy Action,29.423537
Devils on the Doorstep,Drama War,2.438822
25th Hour,Crime Drama,10.271871
Antwone Fisher,Drama Romance,10.944654
Gangs of New York,Drama History Crime,14.922399
Two Weeks Notice,Comedy Romance,7.738531
The Wild Thornberrys Movie,Animation Adventure Family,5.341749
Narc,Action Crime Drama Thriller,5.20644
Bad Influence,Thriller,2.301922
Blue Steel,Thriller,5.200399
Body of Evidence,Drama Thriller Romance,4.655727
The Children's Hour,Drama,7.591269
Company Business,Action Thriller,1.228145
The Duellists,Drama War,5.82556
A Kiss Before Dying,Drama Thriller Crime Mystery Romance,2.711073
Legend of the Lost,Adventure Drama,4.250819
Miami Blues,Action Crime Drama Thriller,3.206796
My Girl 2,Comedy Drama Family Romance,4.911734
My Girl,Comedy Drama Family,8.605742
My Neighbor Totoro,Fantasy Animation Family,13.507299
The Road to Hong Kong,Comedy,1.561911
Running Time,Crime,0.471913
The Thief of Bagdad,Action Adventure Family Fantasy,3.428166
War and Peace,Drama War Romance,3.666277
Where Sleeping Dogs Lie,Mystery Thriller,0.520664
Where’s Poppa?,Comedy,3.351759
The Whistle Blower,Action Thriller,3.098412
Attack of the Crab Monsters,Horror Science Fiction,5.264676
Black Christmas,Horror Mystery Thriller,5.310614
The Day of the Triffids,Horror Science Fiction Thriller,7.351703
Esther Kahn,Drama Foreign Romance,0.10648
Invaders from Mars,Science Fiction Thriller,3.262443
The Story of O,Drama,5.100454
Asoka,Drama History,1.484908
Fat City,Drama,2.576301
"Love, Honour and Obey",Action Comedy Thriller Crime,4.886559
Quicksilver,Action Adventure Drama,2.732817
Catch Me If You Can,Drama Crime,19.833077
Pinocchio,Comedy Family Fantasy,6.463613
Chicago,Action Comedy Crime Drama Music,13.325347
The Hours,Drama,14.686487
Max,War Drama,5.740474
Nicholas Nickleby,Adventure Drama Action Family,4.056577
The Pianist,Drama War,14.811594
Sonny,Crime Drama,4.387474
Champagne For Caesar,Comedy,0.503289
Doppelganger,Horror Mystery Thriller,1.166411
Heavy Metal 2000,Action Adventure Animation Fantasy Science Fiction,3.511503
House on the Edge of the Park,Horror Thriller,3.227677
The King of Comedy,Comedy Drama,9.093411
Love Liza,Comedy Drama,2.362585
Confessions of a Dangerous Mind,Comedy Crime Drama Romance Thriller,11.331072
Abraham's Valley,Drama,0.306179
Blue Collar Comedy Tour: The Movie,Comedy Documentary,1.578537
Just Married,Comedy,6.001152
P.S. Your Cat Is Dead!,Comedy,0.296765
The Son,Mystery Drama,1.916933
The City of Lost Souls,Action Thriller Foreign,0.408024
Double Whammy,Comedy Crime Drama,1.836741
WiseGirls,Action Comedy Drama Thriller,1.435948
A Guy Thing,Comedy Romance,4.444724
Kangaroo Jack,Comedy Adventure Crime,6.538007
National Security,Action Comedy Crime Thriller,6.409297
Big Shot's Funeral,Comedy Foreign,3.500979
City of God,Drama Crime,14.95927
Kira's Reason: A Love Story,Drama Romance,0.918722
Above Suspicion,Drama Thriller,3.397781
Alice Adams,Comedy Drama Romance,1.282491
The American Friend,Drama Thriller,6.710499
American Me,Crime Drama Romance,3.160917
Band of Outsiders,Crime Drama Romance,5.648187
Breaking Up,Comedy Drama Romance,2.145688
CB4,Music Comedy,11.449373
The Deathmaker,Drama,0.805363
Dogfight,War Drama Romance,2.625143
"Easy Come, Easy Go",Comedy Drama Music,1.033187
Fun in Acapulco,Comedy Romance,2.036182
Girls! Girls! Girls!,Comedy Music Romance,1.435609
Imitation of Life,Drama Romance,4.480053
A Little Romance,Comedy Drama Family Romance,3.568628
Mystery Date,Comedy Family Romance,1.784133
"Paradise, Hawaiian Style",Music Comedy Romance,2.679902
Pépé le Moko,Action Crime Drama Romance,2.57335
Secret Admirer,Comedy Romance,4.44326
Summer Lovers,Drama Romance,3.531531
Tune in Tomorrow...,Comedy Drama Romance,0.987034
The Woman in Red,Comedy Romance,19.856025
Darkness Falls,Thriller Horror,11.878552
Amen.,Drama History,4.576053
Blind Spot: Hitler's Secretary,Documentary,0.432019
In the Mirror of Maya Deren,Documentary Foreign,0.32561
Blind Date,Horror Thriller,0.028517
Bullet,Action Drama Thriller,7.572944
Claudine,Drama Romance Comedy,1.421475
Dead Reckoning,Thriller Crime Drama Mystery,6.848208
The Devil at 4 O'Clock,Adventure Action Drama,1.393799
Ethan Frome,Drama Foreign Romance,1.571857
Gus,Comedy Family,1.095507
The Harder They Come,Music Drama Crime,6.820596
The Horse in the Gray Flannel Suit,Drama Family Comedy,0.506363
Krush Groove,Drama Music Romance,1.560562
The Moon-Spinners,Mystery Family Thriller Romance,0.985362
Sugar Hill,Drama Action Thriller,2.157297
Chaos,Drama,0.405032
Biker Boyz,Action Drama,11.269558
Final Destination 2,Horror Mystery,12.638573
The Recruit,Action Thriller,11.485473
The Guru,Comedy Romance,4.720788
Kedma,War Drama,0.193054
Lost in La Mancha,Documentary,4.128414
May,Drama Horror Thriller Romance,8.398158
The Harder They Fall,Drama,7.300676
I'm All Right Jack,Comedy,1.636426
Murder by Decree,Crime Mystery Thriller,7.92465
Ordinary Decent Criminal,Comedy Thriller,10.267029
Pursued,Romance Thriller Western Drama,1.552655
The Smallest Show on Earth,Comedy,0.73743
Tokyo Decadence,Drama,1.960567
Two Way Stretch,Action Comedy Crime,2.486721
The Unfaithful Wife,Drama Thriller,1.6617
Victim,Drama,1.289505
Endangered Species,Horror Thriller Drama Mystery Science Fiction,0.842237
The Simple-Minded Murderer,Drama,1.263494
Enigma,Adventure Drama Action Thriller Foreign,0.778734
Evil Under the Sun,Thriller Crime Mystery Drama,10.526095
Firefox,Science Fiction Action Adventure Thriller,8.97528
Five Days One Summer,Drama,0.341653
Forced Vengeance,Action Adventure Thriller,1.112171
The Gendarme and the Gendarmettes,Comedy,4.724443
The Grey Fox,Western Action,0.192513
Hammett,Drama Thriller Mystery,2.849203
Honkytonk Man,Western Comedy Drama Music,3.793634
Human Highway,Science Fiction Comedy Drama,0.478192
"I, the Jury",Crime,0.905788
If You Could See What I Hear,Drama,0.25422
Jekyll and Hyde ... Together Again,Comedy Horror Science Fiction,1.352979
Jönssonligan & DynamitHarry,Comedy,1.040732
Kiss Me Goodbye,Comedy Fantasy,5.022445
Labyrinth of Passion,Comedy,3.805265
The Last American Virgin,Comedy,9.390673
The Last Unicorn,Fantasy Animation Family,6.634939
Liquid Sky,Science Fiction Comedy,1.076213
Dragon Lord,Action Comedy,4.068513
Making Love,Drama Romance,3.389796
Manhattan Baby,Horror,1.243242
The Marathon Family,Comedy Drama,1.980535
Megaforce,Adventure Action Science Fiction,1.352144
A Midsummer Night's Sex Comedy,Comedy Romance,11.212722
Missing,Drama History Mystery Thriller,4.652888
The Missionary,Comedy Foreign,1.196669
Monsignor,Crime Drama War,0.744858
Monty Python Live at the Hollywood Bowl,Comedy,4.160035
Moonlighting,Drama,1.464085
Mother Lode,Adventure Action Thriller,0.717144
The Night of the Shooting Stars,War Drama,0.622531
The Night of Varennes,Drama History,1.171804
One from the Heart,Drama Music Romance,1.429843
Pandemonium,Comedy Horror Mystery,0.175473
Paradise,Romance Adventure,1.895489
Partners,Comedy Crime,0.408723
Godard's Passion,Comedy Drama,2.387475
Permanent Vacation,Drama,2.212593
Personal Best,Drama,1.329464
The Pirate Movie,Action Comedy Drama Family Music Romance,0.840824
Privates on Parade,Comedy Drama War,0.535723
Blind Chance,Drama,3.208221
Santa Claus Is a Stinker,Comedy,5.870932
Q,Drama Horror Fantasy,3.386544
Querelle,Drama,1.29069
Richard Pryor: Live on the Sunset Strip,Comedy,1.475823
Sunless,Documentary,3.827583
Savannah Smiles,Family,0.732106
The Secret Policeman's Other Ball,Comedy Music,0.588173
Veronika Voss,Crime Drama,1.126574
Shoot the Moon,Drama Romance,1.194891
Six Pack,Drama Comedy Family,0.700777
Six Weeks,Drama,0.367499
The Soldier,Action,0.829343
Some Kind of Hero,Comedy Drama,0.979394
The New York Ripper,Horror,4.273868
The State of Things,Drama,1.372892
Starstruck,Comedy Music Romance,0.039514
Still of the Night,Thriller,3.764354
El Sur,Drama Romance,1.152642
Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,Action Adventure Fantasy,1.263534
Tag: The Assassination Game,Thriller,0.740913
Tempest,Comedy Drama Romance,4.65767
Tenebre,Horror Mystery Thriller,13.925958
They Call Me Bruce?,Action Comedy Thriller,1.223424
Time Walker,Horror Science Fiction,2.936402
Trail of the Pink Panther,Comedy Crime,4.918228
La traviata,Drama Music,0.329373
Venom,Horror Thriller,3.049914
To Begin Again,,0.286929
Die weisse Rose,Drama History,0.417127
White Dog,Horror Drama Thriller,2.849356
Who Dares Wins,Action Thriller,1.680597
Wrong Is Right,Comedy Drama,2.13645
The Road,Drama Romance,1.460634
"Yor, the Hunter from the Future",Fantasy Science Fiction,0.737005
Zapped!,Comedy,3.435989
Deliver Us from Eva,Comedy Drama Romance Science Fiction Thriller,1.172757
How to Lose a Guy in 10 Days,Comedy Romance,5.188107
Shanghai Knights,Action Adventure Comedy Western,7.469778
Daredevil,Fantasy Action Crime Science Fiction Thriller,11.415558
The Jungle Book 2,Family Animation Adventure,10.605851
All the Real Girls,Drama Romance,5.289742
Amandla! A Revolution in Four-Part Harmony,Documentary,0.173464
Painted Fire,Drama,1.792884
Gerry,Mystery Drama Adventure,3.337747
He Loves Me... He Loves Me Not,Drama Romance Thriller,4.421311
Lockdown,Action Crime Drama Thriller,0.359979
Ordinary Sinner,Romance Drama,0.800079
Dennis the Menace,Family Comedy,10.378902
Stand-In,Comedy Romance,0.57266
10 to Midnight,Horror Crime Thriller Drama,3.372304
The Black Stallion Returns,Drama Family,1.258022
The Black Stallion,Adventure Family,10.246132
Cesar and Rosalie,Romance Drama Comedy,2.984046
A Countess from Hong Kong,Comedy Romance,4.928589
Into the West,Adventure Drama Family Fantasy,1.979369
Kinjite: Forbidden Subjects,Action Drama Thriller,0.635271
Messenger of Death,Action Crime Thriller,8.755119
Mr. Majestyk,Action Adventure Crime Thriller,2.073746
Murphy's Law,Action Mystery Thriller,2.722264
A Patch of Blue,Drama Romance,2.46167
A Prayer for the Dying,Crime Drama Action Thriller,2.527521
Q & A,Action Drama Thriller,2.79389
The Red Badge of Courage,Action Drama War Western,1.340142
The Thrill of It All,Comedy Romance,4.207464
Pillow Talk,Comedy Romance,2.208919
The Man Who Fell to Earth,Drama Science Fiction,6.451499
Dark Blue,Action Crime Drama Thriller,4.98408
Gods and Generals,Drama History War,5.374563
The Life of David Gale,Drama Thriller Crime,9.930326
Old School,Comedy,16.195894
Dischord,,0.113078
The Lawless Heart,Drama Comedy Romance,0.441662
The Navigators,Drama Foreign,3.514414
Open Hearts,Drama Romance,6.818513
Poolhall Junkies,Comedy Drama Thriller,6.670148
Till Human Voices Wake Us,Drama Foreign Mystery Romance Thriller,0.410083
Stone Reader,,0.41558
Cradle 2 the Grave,Action Crime Drama,8.364587
Spider,Drama Mystery Thriller,5.812918
American Heart,Crime Drama,1.455045
Edie & Pen,Comedy,1.727228
Insignificance,Comedy Drama,1.431944
Lady Jane,Drama Romance History,1.991634
Late Marriage,Comedy Drama Romance,0.916098
Life Stinks,Comedy,2.468817
The Meteor Man,Fantasy Action Comedy Science Fiction Family,4.869901
Mr. North,Fantasy Drama Comedy Science Fiction,0.192513
Seize the Day,,1.916869
The Slaughter Rule,Drama,3.406102
Teenagers from Outer Space,Crime Horror Science Fiction Romance Thriller,1.448853
Trouble Bound,Drama Action Thriller,0.366457
Volcano High,Action Comedy,1.941389
Ten,Drama,0.984515
Bringing Down the House,Comedy,5.762343
Tears of the Sun,Action Drama War,10.614987
Irreversible,Drama Thriller Crime Mystery,16.76382
Laurel Canyon,Drama,3.672246
Nowhere in Africa,Drama,3.02027
The Safety of Objects,Drama,1.460923
Bend It Like Beckham,Comedy Drama Romance,6.262677
The Hunted,Drama Action Thriller Crime,7.481524
Willard,Horror,4.109477
Gaudi Afternoon,,0.845166
Prozac Nation,Drama,4.865523
Spun,Comedy Crime Drama,7.115355
Under the Skin of the City,Drama Foreign,0.072402
King of Kings,Drama,3.657476
The Lost Honor of Katharina Blum,Comedy Drama,7.172922
Loving You,Drama Music Romance,2.118791
The Talk of the Town,Comedy Drama Romance Thriller,7.293819
Two-Lane Blacktop,Drama,4.550433
Bang the Drum Slowly,Drama,0.834564
The Benny Goodman Story,Drama Music,0.830073
Born Free,Family Adventure Drama,2.672431
Born Yesterday,Romance Comedy,1.863936
Equus,Drama Mystery,2.193595
Europa Europa,History Drama,2.917635
Fear Strikes Out,Drama,0.647084
The Glenn Miller Story,History Drama Music,5.401649
Green Card,Comedy Drama Romance,11.169488
Journey to the Center of the Earth,Adventure Fantasy Family,10.38937
One Good Cop,Drama Action,3.167139
Pauline at the Beach,Romance Comedy Drama,2.704568
Ringu,Horror Thriller,6.486126
Ringu 2,Horror,5.277814
Salaam Bombay!,Drama Crime,2.533455
Sweet Charity,Comedy Drama Music Romance,0.537378
Talent for the Game,Drama,0.261989
Women in Love,Drama Romance,2.345912
Japón,Drama Foreign,0.398828
Boat Trip,Comedy,6.515316
Dreamcatcher,Drama Horror Science Fiction Thriller,7.694847
Piglet's Big Movie,Animation Family,8.516475
View from the Top,Comedy Romance,5.506354
Down & Out With The Dolls,Comedy Music,0.002404
The Awful Truth,Comedy Drama Romance,8.105442
The Bible: In the Beginning...,Drama,4.309564
The House with Laughing Windows,Horror Mystery Thriller,2.089199
I Am Curious (Yellow),Drama,1.478689
Les Dames du Bois de Boulogne,Drama Romance,1.153856
My Friend Flicka,Action Adventure Drama Family,0.70993
The Robe,Drama,3.826281
Wind,Action Drama,8.004555
Unknown Pleasures,Comedy Drama,0.737946
Basic,Action Drama Mystery Thriller Crime,14.327717
The Core,Action Thriller Adventure Science Fiction,11.664861
Head of State,Comedy,3.363245
What a Girl Wants,Comedy,6.743151
Assassination Tango,Drama Romance Thriller,1.21683
Raising Victor Vargas,Drama Romance,1.178723
Stevie,Documentary Drama Foreign,0.489997
Dreams,Fantasy Drama Science Fiction,5.845197
Day for Night,Comedy Drama,10.101183
Eye of God,Drama Thriller Crime Mystery,0.119266
In a Lonely Place,Drama Mystery Thriller,6.331826
Physical Evidence,Crime Thriller,1.138586
Square Dance,Drama Romance,0.200027
Wake of the Red Witch,Action Drama,0.989629
Winter Kills,Drama Thriller,0.472698
Fellini: I'm a Born Liar,Documentary,0.985867
The Good Thief,Crime Drama Thriller,4.022761
A Man Apart,Action Drama,17.714247
Phone Booth,Thriller Drama,9.142772
Cet Amour-là,Drama,0.060572
Cowboy Bebop: The Movie,Action Animation Science Fiction,11.562163
DysFunktional Family,Comedy Documentary,0.726802
Levity,Crime Drama,2.400607
The Man Without a Past,Romance Comedy Drama,4.006786
Anger Management,Comedy,9.409379
Better Luck Tomorrow,Crime Drama,5.309188
Ghosts of the Abyss,Documentary,4.835446
House of 1000 Corpses,Horror,11.00913
Lilya 4-ever,Crime Drama,5.457863
Marion Bridge,Drama,0.431196
XX/XY,Drama Comedy Romance,1.479433
Bulletproof Monk,Action Comedy Fantasy,7.963481
Chasing Papi,Comedy Romance,1.251134
A Mighty Wind,Comedy Music,4.672036
Holes,Adventure Family Drama Comedy,17.193267
Malibu's Most Wanted,Comedy Crime,4.025079
Winged Migration,Documentary,3.68993
Flickering Lights,Action Comedy Crime,2.553711
Straw Dogs,Crime Drama Thriller Mystery,6.632663
Beginning of the End,Science Fiction,0.448948
The Andromeda Strain,Science Fiction Thriller,11.081253
Brainscan,Fantasy Horror Science Fiction,8.096719
Fahrenheit 451,Drama Science Fiction,7.630417
I Am Trying to Break Your Heart,Music Documentary,0.998704
The Iceman Cometh,Drama,0.544729
Legal Eagles,Comedy Crime Drama Romance Thriller,12.798828
Married to It,Comedy Romance,1.424578
Memories of Me,Drama Comedy,0.849883
The Other Side of Heaven,Action Adventure Drama Family,1.782377
A Private Function,Comedy,0.734578
Sibling Rivalry,Comedy Romance,1.243129
Undercover Blues,Comedy Crime,2.614785
Wildcats,Comedy Drama,5.033047
The Wiz,Adventure Family Fantasy Music,4.233081
Swords of Blood,Action Comedy Romance,3.086951
The Marrying Man,Action Comedy Romance Thriller,2.70816
My Father the Hero,Comedy Drama,2.498723
Scenes from a Mall,Comedy,1.739182
Stella,Drama,6.175627
Confidence,Action Comedy Thriller Crime,6.959638
Identity,Mystery Thriller,17.955897
It Runs in the Family,Comedy Drama Family,2.791925
The Real Cancun,Documentary,1.096057
City of Ghosts,Thriller,2.481406
A Decade Under the Influence,Comedy Documentary Romance,0.381538
House of Fools,Drama Music Romance Foreign,0.870645
Manic,Drama,2.544943
People I Know,Drama Thriller,5.757895
Spellbound,Documentary,2.445503
The Lizzie McGuire Movie,Family Comedy,6.730857
X2,Adventure Action Science Fiction Thriller,0.913096
Blue Car,Drama,2.154226
The Dancer Upstairs,Crime Drama Romance Thriller,1.303136
Marooned in Iraq,Drama Foreign,0.073685
Owning Mahowny,Crime Drama Thriller,3.015314
Daddy Day Care,Comedy Family,6.504927
Man on the Train,Crime Drama,1.560336
Only the Strong Survive,Documentary Music,0.317166
The Shape of Things,Comedy Drama Romance,2.897666
The Trip,Drama Romance,3.120644
Washington Heights,Drama Romance,0.601936
101 Reykjavik,Drama Comedy Romance,6.565758
A Chorus Line,Drama Music,3.998475
Absolute Beginners,Fantasy Drama Music Romance,1.377893
Beat Street,Drama Music,2.248921
Breakin' 2: Electric Boogaloo,Drama Music,7.43009
Breakin',Music,2.598283
Castle in the Sky,Adventure Fantasy Animation Action Family Romance,11.061551
Hysterical Blindness,TV Movie Drama Romance,5.003372
Lambada,Drama Music Romance,0.802118
Roadie,Comedy Music,1.136027
The Carpetbaggers,Drama,1.427019
Les Girls,Comedy Music Romance,6.636057
Gunfight at the O.K. Corral,Western,10.460298
High Society,Comedy Drama Music Romance,4.534136
Kiss Me Kate,Music,12.325805
The Matrix Reloaded,Adventure Action Thriller Science Fiction,16.229317
Dracula: Pages from a Virgin's Diary,Horror,0.810769
Down with Love,Action Comedy Romance Thriller,9.392508
Cinemania,Documentary,0.446688
Friends and Family,Action Comedy,0.592235
The Spanish Apartment,Drama Comedy Romance,5.94395
Pokémon Heroes: Latios and Latias,Action Adventure Animation Fantasy,4.01309
Bruce Almighty,Fantasy Comedy,15.947524
The In-Laws,Action Comedy,6.585107
Gigantic (A Tale Of Two Johns),Documentary,0.423356
Respiro,Comedy Drama Foreign,1.498672
Finding Nemo,Animation Family,25.497794
The Italian Job,Action Crime,13.995044
Wrong Turn,Horror Thriller,14.079718
Capturing the Friedmans,Documentary,4.453296
The Three Marias,Drama Foreign,0.153388
Together,Drama,1.916724
2 Fast 2 Furious,Action Crime Thriller,2.32462
Love the Hard Way,Romance Drama Crime,1.955042
Whale Rider,Drama Family,11.040186
Nevada Smith,Action Western,6.974375
Once a Thief,Action Comedy Thriller Crime,7.625338
Regeneration,Drama War Foreign,1.214894
Silk Stockings,Comedy Music Romance,2.690792
Snowball Express,Comedy Family,1.757944
A Man Called Horse,Action Adventure Drama Western,14.35552
For Sale,Romance Drama Mystery,0.384772
Big Jake,Western,4.175526
The Crazies,Action Horror Thriller,3.739226
Dementia 13,Horror Thriller,1.990789
Drole de Drame,Comedy,1.135768
Le Mans,Action Drama,3.571383
Murder on a Sunday Morning,Crime Documentary,1.010752
Rio Lobo,Western,4.501917
Siam Sunset,Comedy Foreign Romance,0.595602
The Swimmer,Drama,3.589888
The White Sheik,Romance Comedy Drama,2.384287
Treasure Island,Adventure Family,2.67963
Two Evil Eyes,Horror Thriller,8.027314
Walk Don't Run,Comedy Romance,1.900797
Animals Are Beautiful People,Comedy Documentary Family,1.582132
Bend of the River,Western,2.062483
Car Wash,Romance Comedy Drama,3.259637
Come September,Comedy Romance,0.905633
Destry Rides Again,Action Comedy Western,5.507383
The Electric Horseman,Drama Comedy Western Romance,5.916187
Gay Purr-ee,Animation Drama Music Romance Family,1.976192
Intervista,Drama Comedy,1.022275
King Rat,Drama War,2.383562
Live Wire,Action Drama Thriller,2.029086
Mr & Mrs Bridge,Drama,1.035174
Night Passage,Action Drama Thriller Western,1.68548
The Rare Breed,Western,5.046033
Shenandoah,Action Adventure Drama Western,3.265501
Straight Talk,Comedy,2.30139
Oscar,Action Comedy Thriller Family,6.137796
The Sixth Man,Fantasy Drama Comedy Science Fiction,3.747649
The Far Country,Drama Romance Western,2.335287
The Railway Children,Drama Family,1.47155
Two Mules for Sister Sara,Western,10.072738
Winchester '73,Western,6.275958
Ziggy  Stardust and the Spiders from Mars,Documentary Music,1.167518
Battle Cry,Drama Romance War,0.91269
The Courtship of Eddie's Father,Drama Comedy Romance Family,4.127528
Man with a Movie Camera,Drama Documentary,4.694378
"Objective, Burma!",Action Drama War,3.274326
Operation Pacific,Drama Action War,4.02995
This Boy’s Life,Drama,9.665142
13 Rue Madeleine,Thriller War,1.81212
633 Squadron,Action Drama History War,1.497347
Attack,Action Drama War,2.155549
Barton Fink,Comedy Drama,8.387026
Battle of Britain,Action Drama History War,4.822357
Belle Époque,Comedy Drama Romance,3.565278
The Big Trail,Adventure Western Romance,3.192318
Cloak and Dagger,Drama Thriller,2.018295
The Comancheros,Western,4.432418
Duel at Diablo,Action Western,4.299387
The Flight of the Phoenix,Adventure Drama,4.570894
From the Terrace,Drama Romance,0.578068
"Heaven Knows, Mr. Allison",Adventure Drama War,3.584126
The Hot Rock,Crime Action Comedy,2.787865
"The Long, Hot Summer",Drama Romance,12.158012
Man of Aran,Documentary Drama,0.587342
Music Box,Crime Drama Romance Thriller,5.397405
North to Alaska,Western,2.827496
This Man Must Die,Drama Thriller,2.043639
Sink the Bismarck!,Action Drama History War,5.472565
The Blue Max,War Action Adventure Drama,4.361613
The Desert Fox: The Story of Rommel,Action Drama History War,2.118207
The Trial,Crime Drama,5.310729
The Unforgiven,Romance Western Drama,2.914053
The Undefeated,Western,10.975431
Divine Trash,Documentary,1.143004
Good Burger,Comedy Family,10.580421
Jubilee,Comedy Drama Fantasy Music,1.115491
Mississippi Masala,Drama Romance,5.659326
Quai des Orfèvres,Crime Drama,4.72304
A Stranger Among Us,Drama Romance Crime,8.900124
Cahill U.S. Marshal,Drama Western,3.131954
Chisum,Western,3.334076
Defence of the Realm,Action Thriller,1.506457
Eat a Bowl of Tea,,0.079911
Half Moon Street,Drama,1.441189
The Truce,Drama History War,0.956069
Opportunity Knocks,Comedy,1.200053
Shattered,Mystery Thriller,6.851939
The Song of Bernadette,Drama,1.171051
The Life and Times of Judge Roy Bean,Action Comedy Western,4.15819
The Spirit of '76,Comedy Science Fiction,0.549549
Thoroughly Modern Millie,Comedy Music Romance,2.608222
Where the Heart Is,Comedy Drama,1.449361
Dumb and Dumberer: When Harry Met Lloyd,Comedy,9.280038
From Justin to Kelly,Comedy Romance,1.695369
Hollywood Homicide,Action Adventure Comedy Thriller,11.080439
Rugrats Go Wild,Animation Family,9.599034
The Hard Word,Action Comedy Crime,1.129436
The Heart of Me,Drama Romance,1.49983
Jet Lag,Comedy Drama Romance,3.490296
Loco Love,Comedy Romance,0.404979
Manito,Drama,0.131027
No Turning Back,,0.003326
Tycoon,Drama Action Thriller Crime,1.030832
Alex & Emma,Comedy Romance,5.236854
On_Line,,0.341883
Experiment in Terror,Crime Thriller,14.209279
Extasis,Drama Foreign,0.668037
Is Paris Burning?,War Drama History,2.076076
Murphy's War,Drama War,1.276311
Orphans of the Storm,Drama History,1.526876
The Satanic Rites of Dracula,Horror,2.067929
Strange Planet,Comedy Romance,0.789681
28 Days Later,Horror Thriller Science Fiction,17.656951
Charlie's Angels: Full Throttle,Action Adventure Comedy,7.821116
Gasoline,Crime,0.477258
Ed and His Dead Mother,Comedy,1.633558
Fulltime Killer,Action Crime Drama Thriller,4.788907
Just a Little Harmless Sex,Comedy Romance,0.348671
The Bank,Drama Thriller,1.637955
Ali: Fear Eats the Soul,Romance Drama,5.855308
"Bodies, Rest & Motion",Drama Romance,2.296734
Jesus,Drama History,0.762672
The Long Ships,Adventure Drama,1.835475
Made for Each Other,Comedy Drama Romance,1.240701
Ring of Terror,Horror Thriller,0.450432
You Only Live Once,Crime Drama Romance,1.543832
Anastasia,Drama Comedy Romance,3.504149
The Babe,Drama,4.337214
Flight of the Intruder,Action Adventure Drama Thriller,8.340023
Fun with Dick and Jane,Comedy Crime,1.224832
Knights of the Round Table,Romance Action Adventure Fantasy Drama,4.861517
The Main Event,Comedy Romance,2.467596
Man's Favorite Sport?,Comedy Romance,3.070786
Mr. Baseball,Comedy Romance,11.950477
Never on Sunday,Drama Comedy Romance,1.879162
Nuts,Drama,2.258245
Rhapsody in August,Comedy Drama Foreign,3.659999
Scaramouche,Action Adventure Drama,3.803547
Start the Revolution Without Me,Comedy History,2.406178
